TimeStamp,TurbID,Day,Wspd,Wdir,Etmp,Itmp,Ndir,Prtv,Patv
2023-01-04 06:15:00,44,4,9.1,-0.4,11.38,20.5,348.0,98.75,1111.02
2023-01-04 06:30:00,44,4,12.82,-2.11,11.56,20.6,348.0,109.25,1294.86
2023-01-04 06:45:00,44,4,12.66,-4.11,11.62,20.38,348.0,124.5,1525.01
2023-01-04 07:00:00,44,4,12.35,-2.51,11.78,20.5,348.0,98.75,1118.62
2023-01-04 07:15:00,44,4,11.92,-3.9,11.69,20.5,348.0,83.25,961.41
2023-01-04 07:30:00,44,4,10.91,-2.01,11.38,20.27,348.0,66.5,1282.76
2023-01-04 07:45:00,44,4,11.02,-3.19,10.91,20.08,348.0,94.0,1361.81
2023-01-04 08:00:00,44,4,11.04,-1.7,10.75,20.2,340.0,-1.0,1452.51
2023-01-04 08:15:00,44,4,11.51,0.5,10.56,20.17,340.0,65.5,1394.19
2023-01-04 08:30:00,44,4,10.58,1.09,10.75,20.4,340.0,-24.5,1310.91
2023-01-04 08:45:00,44,4,9.03,1.91,10.75,20.6,350.0,32.5,811.51
2023-01-04 09:00:00,44,4,7.59,-1.4,11.07,20.58,350.0,41.25,780.93
2023-01-04 09:15:00,44,4,10.37,3.39,11.5,20.67,350.0,119.0,1328.49
2023-01-04 09:30:00,44,4,12.76,3.31,12.12,21.2,350.0,148.0,1499.69
2023-01-04 09:45:00,44,4,11.6,8.27,12.44,21.58,350.0,182.5,1535.53
2023-01-04 10:00:00,44,4,12.79,4.39,12.69,21.88,358.0,151.0,1509.02
2023-01-04 10:15:00,44,4,12.86,4.21,13.06,22.17,358.0,-8.0,821.14
2023-01-04 10:30:00,44,4,12.49,-0.4,13.38,21.75,358.0,-48.5,552.98
2023-01-04 10:45:00,44,4,11.21,0.9,13.44,21.38,358.0,-68.5,455.62
2023-01-04 11:00:00,44,4,10.46,-4.2,13.69,20.88,358.0,-85.5,326.67
2023-01-04 11:15:00,44,4,10.46,-1.3,14.19,20.63,350.0,-99.0,500.68
2023-01-04 11:30:00,44,4,11.7,0.9,14.44,20.63,358.0,-96.0,485.88
2023-01-04 11:45:00,44,4,10.34,-2.69,14.75,20.65,358.0,-119.0,480.03
2023-01-04 12:00:00,44,4,12.1,7.39,15.25,20.63,350.0,-110.0,293.38
2023-01-04 12:15:00,44,4,10.27,-3.9,15.88,20.98,358.0,-50.0,231.46
2023-01-04 12:30:00,44,4,12.06,3.5,16.5,21.05,352.0,-74.5,258.0
2023-01-04 12:45:00,44,4,11.92,12.61,17.25,21.42,358.0,-93.0,372.36
2023-01-04 13:00:00,44,4,9.61,5.51,17.62,21.52,362.0,-59.5,582.46
2023-01-04 13:15:00,44,4,9.98,4.51,18.0,21.92,362.0,-125.5,661.16
2023-01-04 13:30:00,44,4,10.48,1.8,18.12,22.2,370.0,-156.0,813.1
2023-01-04 13:45:00,44,4,11.27,0.9,18.5,22.73,370.0,-110.5,538.2
2023-01-04 14:00:00,44,4,11.65,3.01,18.58,22.83,378.0,-76.5,474.9
2023-01-04 14:15:00,44,4,10.29,-1.2,19.0,23.0,370.0,-62.0,581.14
2023-01-04 14:30:00,44,4,9.61,-3.01,19.0,23.23,370.0,-102.5,582.57
2023-01-04 14:45:00,44,4,10.94,9.27,19.17,23.5,378.0,-84.0,1116.11
2023-01-04 15:00:00,44,4,7.72,10.07,19.35,23.9,378.0,-76.5,1335.92
2023-01-04 15:15:00,44,4,7.77,-5.29,19.5,24.33,378.0,-116.0,623.23
2023-01-04 15:30:00,44,4,6.62,-0.1,19.75,24.7,378.0,-103.5,542.92
2023-01-04 15:45:00,44,4,6.81,-1.6,20.0,25.23,378.0,-83.0,516.6
2023-01-04 16:00:00,44,4,8.28,-2.61,20.37,25.42,378.0,-156.0,706.59
2023-01-04 16:15:00,44,4,6.07,-5.71,20.44,25.5,378.0,-102.5,479.02
2023-01-04 16:30:00,44,4,7.29,1.9,20.38,25.83,386.0,-79.5,429.2
2023-01-04 16:45:00,44,4,9.68,-1.8,20.62,26.02,386.0,-169.0,873.92
2023-01-04 17:00:00,44,4,7.07,-3.1,20.63,25.9,390.0,-107.0,460.71
2023-01-04 17:15:00,44,4,6.42,-11.19,20.88,26.35,384.0,-57.0,319.38
2023-01-04 17:30:00,44,4,6.09,4.61,20.88,26.42,378.0,-56.25,395.21
2023-01-04 17:45:00,44,4,6.28,9.56,21.0,26.42,360.0,-115.0,550.59
2023-01-04 18:00:00,44,4,5.93,7.61,20.5,25.6,370.0,-76.0,415.29
2023-01-04 18:15:00,44,4,5.93,7.61,20.5,25.6,370.0,-76.0,415.29
2023-01-04 18:30:00,44,4,6.61,3.3,20.38,25.85,378.0,-119.0,583.08
2023-01-04 18:45:00,44,4,3.76,3.31,20.0,25.52,378.0,-66.0,305.21
2023-01-04 19:00:00,44,4,7.04,5.4,19.62,25.33,378.0,-134.0,662.42
2023-01-04 19:15:00,44,4,3.77,-0.5,19.13,25.13,378.0,-38.0,194.69
2023-01-04 19:30:00,44,4,7.96,3.52,18.75,25.05,378.0,-119.0,618.26
2023-01-04 19:45:00,44,4,7.3,3.81,18.25,24.55,378.0,-133.0,638.75
2023-01-04 20:00:00,44,4,8.52,5.28,18.12,24.25,378.0,-157.0,762.75
2023-01-04 20:15:00,44,4,6.1,3.3,17.75,24.02,378.0,-91.0,443.13
2023-01-04 20:30:00,44,4,4.29,-1.6,17.5,24.08,378.0,-25.5,182.73
2023-01-04 20:45:00,44,4,7.52,-1.8,17.25,23.65,370.0,-108.0,534.92
2023-01-04 21:00:00,44,4,8.23,-2.31,17.0,23.15,370.0,-111.5,570.75
2023-01-04 21:15:00,44,4,8.43,-2.0,16.88,22.63,370.0,-126.0,602.42
2023-01-04 21:30:00,44,4,8.18,-2.69,16.75,22.55,370.0,-97.0,602.92
2023-01-04 21:45:00,44,4,7.94,-3.6,16.63,22.45,370.0,-114.0,586.75
2023-01-04 22:00:00,44,4,7.41,-3.31,16.62,22.13,362.0,-102.5,493.13
2023-01-04 22:15:00,44,4,6.5,-4.02,16.25,22.02,352.0,-36.0,341.38
2023-01-04 22:30:00,44,4,7.39,-4.69,16.07,21.95,352.0,-49.75,457.13
2023-01-04 22:45:00,44,4,6.2,-0.4,16.0,21.85,352.0,-73.5,463.21
2023-01-04 23:00:00,44,4,8.32,1.3,15.75,21.63,352.0,-35.75,698.75
2023-01-04 23:15:00,44,4,7.6,1.3,15.69,21.73,352.0,0.3,570.26
2023-01-04 23:30:00,44,4,9.67,1.3,15.69,21.85,352.0,-147.0,1007.11
2023-01-04 23:45:00,44,4,9.82,1.7,15.5,21.85,352.0,-107.5,844.08
2023-01-05 00:00:00,44,5,8.72,1.4,15.38,21.85,352.0,-133.0,779.89
2023-01-05 00:15:00,44,5,9.29,0.3,15.38,21.95,352.0,-129.0,799.25
2023-01-05 00:30:00,44,5,7.62,-0.7,15.19,21.95,352.0,-62.75,600.46
2023-01-05 00:45:00,44,5,9.6,2.51,15.06,21.85,352.0,-39.5,931.01
2023-01-05 01:00:00,44,5,9.21,-0.2,14.75,21.85,352.0,7.28,825.93
2023-01-05 01:15:00,44,5,8.74,-6.01,14.69,21.85,352.0,-14.56,605.77
2023-01-05 01:30:00,44,5,8.06,-3.01,14.5,21.55,352.0,17.88,684.41
2023-01-05 01:45:00,44,5,9.25,3.2,14.31,21.58,344.0,55.5,901.82
2023-01-05 02:00:00,44,5,7.32,2.9,14.06,21.58,344.0,81.5,655.28
2023-01-05 02:15:00,44,5,10.57,0.3,14.0,21.35,344.0,43.13,1144.38
2023-01-05 02:30:00,44,5,7.99,3.51,13.93,21.35,344.0,74.0,745.43
2023-01-05 02:45:00,44,5,8.08,3.11,13.75,21.58,344.0,86.0,770.98
2023-01-05 03:00:00,44,5,9.96,-0.6,13.69,21.6,344.0,72.5,1066.85
2023-01-05 03:15:00,44,5,9.0,1.7,13.69,21.35,344.0,15.69,799.98
2023-01-05 03:30:00,44,5,10.5,-0.1,13.56,21.6,344.0,36.5,996.18
2023-01-05 03:45:00,44,5,9.6,-0.3,13.57,21.25,344.0,-2.09,1028.47
2023-01-05 04:00:00,44,5,9.96,-0.5,13.62,21.13,344.0,-74.5,1000.6
2023-01-05 04:15:00,44,5,8.87,0.5,13.5,21.15,344.0,-145.0,756.93
2023-01-05 04:30:00,44,5,7.07,1.2,13.38,21.17,344.0,-128.0,570.3
2023-01-05 04:45:00,44,5,5.38,3.19,13.31,21.17,344.0,-91.0,535.42
2023-01-05 05:00:00,44,5,6.71,7.01,13.06,21.1,344.0,-137.0,723.75
2023-01-05 05:15:00,44,5,7.5,6.39,13.12,21.1,344.0,-116.5,662.94
2023-01-05 05:30:00,44,5,5.9,4.71,13.06,21.1,344.0,-114.5,575.23
2023-01-05 05:45:00,44,5,5.74,5.69,13.0,21.1,344.0,-106.5,502.04
2023-01-05 06:00:00,44,5,8.26,7.3,12.94,21.1,344.0,-159.0,810.04
2023-01-05 06:15:00,44,5,7.79,8.06,13.06,21.1,344.0,-196.0,803.25
2023-01-05 06:30:00,44,5,7.37,6.5,12.94,21.1,344.0,-149.0,768.76
2023-01-05 06:45:00,44,5,8.65,7.72,12.75,20.88,344.0,-112.0,715.17
2023-01-05 07:00:00,44,5,6.53,0.4,12.69,20.88,344.0,-89.0,446.2
2023-01-05 07:15:00,44,5,8.45,-1.5,12.75,20.58,344.0,-138.0,624.29
2023-01-05 07:30:00,44,5,5.52,-1.2,12.69,20.15,344.0,-62.0,286.71
2023-01-05 07:45:00,44,5,6.53,7.21,12.75,20.15,344.0,-94.5,497.97
2023-01-05 08:00:00,44,5,8.75,5.53,12.75,20.15,354.0,-174.0,863.75
2023-01-05 08:15:00,44,5,9.79,5.9,12.81,20.25,354.0,-221.5,1103.49
2023-01-05 08:30:00,44,5,9.59,4.1,13.0,20.67,354.0,-229.5,1064.16
2023-01-05 08:45:00,44,5,8.21,1.3,12.88,20.65,354.0,-180.0,691.91
2023-01-05 09:00:00,44,5,7.22,0.6,12.75,20.67,354.0,-176.0,477.79
2023-01-05 09:15:00,44,5,6.53,-0.3,12.88,20.58,354.0,-99.5,331.96
2023-01-05 09:30:00,44,5,5.82,1.1,13.38,20.58,354.0,-87.5,417.87
2023-01-05 09:45:00,44,5,6.94,1.2,13.69,20.67,354.0,-52.0,395.31
2023-01-05 10:00:00,44,5,5.81,-3.2,14.06,20.55,354.0,-70.0,338.0
2023-01-05 10:15:00,44,5,6.64,3.9,14.75,20.63,354.0,-110.0,556.93
2023-01-05 10:30:00,44,5,7.38,0.0,15.19,21.02,362.0,-104.0,529.1
2023-01-05 10:45:00,44,5,7.87,1.7,15.75,21.35,362.0,-119.0,633.1
2023-01-05 11:00:00,44,5,5.39,8.89,16.13,21.85,362.0,-83.0,428.88
2023-01-05 11:15:00,44,5,7.99,6.28,16.75,22.23,362.0,-147.0,717.1
2023-01-05 11:30:00,44,5,6.08,-1.3,17.12,22.63,370.0,-105.0,537.1
2023-01-05 11:45:00,44,5,6.0,-3.4,17.5,23.05,370.0,-30.25,292.8
2023-01-05 12:00:00,44,5,6.83,7.12,18.0,23.35,370.0,-77.5,593.43
2023-01-05 12:15:00,44,5,4.38,-3.5,18.25,23.3,370.0,-85.0,488.55
2023-01-05 12:30:00,44,5,6.65,0.8,18.63,23.5,380.0,-106.5,504.55
2023-01-05 12:45:00,44,5,6.81,4.51,19.11,23.95,370.0,-96.5,454.88
2023-01-05 13:00:00,44,5,5.35,-8.77,19.25,24.13,380.0,-46.5,228.23
2023-01-05 13:15:00,44,5,7.39,9.88,19.62,24.52,374.0,-99.5,672.93
2023-01-05 13:30:00,44,5,5.21,-3.52,19.88,24.95,374.0,-36.75,185.4
2023-01-05 13:45:00,44,5,5.4,-2.3,20.25,25.05,374.0,-55.0,290.55
2023-01-05 14:00:00,44,5,3.39,-3.39,20.75,25.45,374.0,-31.0,187.12
2023-01-05 14:15:00,44,5,6.6,4.09,21.25,25.73,366.0,-112.0,516.48
2023-01-05 14:30:00,44,5,6.59,-2.9,21.5,25.9,368.0,-55.5,397.91
2023-01-05 14:45:00,44,5,3.99,1.0,21.63,26.45,368.0,-28.5,128.0
2023-01-05 15:00:00,44,5,6.3,2.59,22.12,26.52,386.0,-87.5,438.16
2023-01-05 15:15:00,44,5,4.32,-0.2,22.13,26.73,366.0,-31.38,157.95
2023-01-05 15:30:00,44,5,4.25,1.4,22.5,27.05,380.0,-39.5,190.07
2023-01-05 15:45:00,44,5,5.0,-7.31,22.5,27.23,378.0,-39.0,180.56
2023-01-05 16:00:00,44,5,4.55,2.2,22.63,27.3,370.0,-55.5,212.9
2023-01-05 16:15:00,44,5,5.73,3.6,23.0,27.55,382.0,-70.0,316.48
2023-01-05 16:30:00,44,5,5.33,-0.9,22.88,27.52,372.0,-47.0,266.64
2023-01-05 16:45:00,44,5,3.69,9.61,23.12,27.52,376.0,-24.0,135.24
2023-01-05 17:00:00,44,5,4.59,-14.91,23.12,27.73,390.0,-36.75,184.36
2023-01-05 17:15:00,44,5,6.1,-2.31,23.12,27.95,384.0,-68.0,326.64
2023-01-05 17:30:00,44,5,3.82,-5.0,23.0,27.85,396.0,-31.0,148.28
2023-01-05 17:45:00,44,5,4.62,3.09,22.5,27.52,384.0,-42.75,224.24
2023-01-05 18:00:00,44,5,5.79,1.51,22.62,27.55,384.0,-67.5,322.64
2023-01-05 18:15:00,44,5,5.86,-3.01,22.25,27.45,396.0,-53.25,262.81
2023-01-05 18:30:00,44,5,3.69,1.2,22.03,27.13,396.0,-24.0,100.68
2023-01-05 18:45:00,44,5,5.12,1.1,21.75,27.05,396.0,-54.5,199.32
2023-01-05 19:00:00,44,5,4.15,2.6,21.5,26.95,396.0,-37.25,150.2
2023-01-05 19:15:00,44,5,3.53,-4.01,21.12,26.63,396.0,-28.5,103.74
2023-01-05 19:30:00,44,5,2.76,1.2,20.87,26.52,396.0,-9.5,45.59
2023-01-05 19:45:00,44,5,4.57,-4.6,20.5,26.58,396.0,-32.5,141.24
2023-01-05 20:00:00,44,5,2.57,-3.59,20.5,26.05,396.0,-15.25,70.64
2023-01-05 20:15:00,44,5,4.72,-6.7,20.25,25.95,396.0,-33.5,162.33
2023-01-05 20:30:00,44,5,5.21,-8.38,20.0,25.55,390.0,-43.5,212.24
2023-01-05 20:45:00,44,5,5.36,-3.31,19.75,25.15,386.0,-47.5,207.29
2023-01-05 21:00:00,44,5,4.94,-4.29,19.63,24.95,386.0,-39.75,146.33
2023-01-05 21:15:00,44,5,3.45,-4.6,19.62,24.63,386.0,-26.25,71.12
2023-01-05 21:30:00,44,5,4.19,-6.3,19.38,24.95,386.0,-31.75,127.14
2023-01-05 21:45:00,44,5,2.67,-7.72,19.37,24.95,386.0,0.3,31.06
2023-01-05 22:00:00,44,5,3.42,-8.4,19.12,25.05,386.0,-13.06,58.84
2023-01-05 22:15:00,44,5,3.38,-6.88,19.12,25.25,374.0,-7.28,69.51
2023-01-05 22:30:00,44,5,3.95,-3.0,18.88,25.17,364.0,-13.5,101.45
2023-01-05 22:45:00,44,5,3.88,-7.19,18.88,25.08,364.0,-15.25,68.51
2023-01-05 23:00:00,44,5,4.04,-4.0,18.88,24.98,364.0,-14.56,91.01
2023-01-05 23:15:00,44,5,3.78,-7.19,18.75,24.65,364.0,-28.0,45.46
2023-01-05 23:30:00,44,5,2.92,-4.62,18.87,24.88,352.0,-5.38,39.99
2023-01-05 23:45:00,44,5,3.12,-6.52,18.87,24.98,352.0,-14.19,69.58
2023-01-06 00:00:00,44,6,3.51,-3.6,18.63,24.88,352.0,-19.0,112.04
2023-01-06 00:15:00,44,6,3.65,-3.5,18.63,24.55,352.0,-20.75,118.04
2023-01-06 00:30:00,44,6,3.66,-1.2,18.5,24.38,352.0,-32.5,152.08
2023-01-06 00:45:00,44,6,4.09,-2.51,18.5,24.27,352.0,-25.5,150.04
2023-01-06 01:00:00,44,6,3.36,-4.5,18.38,24.05,352.0,-25.5,127.02
2023-01-06 01:15:00,44,6,5.26,-3.2,18.25,23.95,352.0,-38.75,196.08
2023-01-06 01:30:00,44,6,3.67,-7.61,18.0,23.75,352.0,-26.0,154.25
2023-01-06 01:45:00,44,6,6.39,-0.1,18.0,23.55,352.0,-45.25,225.46
2023-01-06 02:00:00,44,6,6.77,4.12,18.0,23.48,352.0,-68.0,326.89
2023-01-06 02:15:00,44,6,6.23,1.1,17.75,23.35,352.0,-75.5,360.48
2023-01-06 02:30:00,44,6,6.7,0.6,17.62,23.13,352.0,-83.0,404.31
2023-01-06 02:45:00,44,6,7.34,1.4,17.62,23.05,352.0,-92.5,442.64
2023-01-06 03:00:00,44,6,7.01,3.31,17.38,22.98,352.0,-97.5,420.31
2023-01-06 03:15:00,44,6,6.5,2.19,17.37,22.98,352.0,-82.5,400.31
2023-01-06 03:30:00,44,6,7.09,4.81,17.45,22.95,352.0,-94.0,470.31
2023-01-06 03:45:00,44,6,7.25,4.3,17.25,22.98,352.0,-104.5,528.46
2023-01-06 04:00:00,44,6,7.52,4.19,17.25,22.92,352.0,-119.0,560.95
2023-01-06 04:15:00,44,6,6.35,1.7,17.0,22.98,352.0,-87.5,416.39
2023-01-06 04:30:00,44,6,6.28,1.01,17.0,22.73,352.0,-95.0,394.31
2023-01-06 04:45:00,44,6,5.33,-2.1,17.0,22.63,352.0,-54.75,284.31
2023-01-06 05:00:00,44,6,5.15,-4.52,17.0,22.55,344.0,-21.88,198.2
2023-01-06 05:15:00,44,6,4.86,1.7,16.88,22.55,344.0,-53.0,246.16
2023-01-06 05:30:00,44,6,5.4,6.5,17.0,22.55,344.0,-64.5,328.48
2023-01-06 05:45:00,44,6,4.14,5.38,17.0,22.55,344.0,-48.25,214.24
2023-01-06 06:00:00,44,6,5.69,4.81,17.0,22.67,352.0,-67.5,290.31
2023-01-06 06:15:00,44,6,5.95,2.61,16.75,22.67,352.0,-61.5,294.23
2023-01-06 06:30:00,44,6,5.87,4.2,16.5,22.58,352.0,-76.5,330.23
2023-01-06 06:45:00,44,6,4.52,-2.7,16.13,22.48,352.0,-29.5,147.16
2023-01-06 07:00:00,44,6,3.97,-6.1,16.13,22.38,352.0,-2.89,118.58
2023-01-06 07:15:00,44,6,4.2,0.9,16.25,22.27,342.0,-27.0,141.11
2023-01-06 07:30:00,44,6,5.98,6.29,16.25,22.05,342.0,-52.0,256.39
2023-01-06 07:45:00,44,6,6.54,7.5,16.25,22.02,352.0,-110.0,472.64
2023-01-06 08:00:00,44,6,4.2,4.3,15.88,22.08,330.0,-61.0,185.29
2023-01-06 08:15:00,44,6,4.46,8.11,16.12,22.08,342.0,-43.75,231.33
2023-01-06 08:30:00,44,6,4.93,-4.8,16.0,22.08,342.0,-38.25,189.24
2023-01-06 08:45:00,44,6,4.63,7.53,16.25,21.95,342.0,-61.5,260.49
2023-01-06 09:00:00,44,6,3.08,3.51,16.0,22.08,342.0,-21.13,108.62
2023-01-06 09:15:00,44,6,4.66,-2.1,16.0,22.08,342.0,-40.0,192.29
2023-01-06 09:30:00,44,6,3.45,1.6,16.25,22.08,342.0,-31.38,158.29
2023-01-06 09:45:00,44,6,3.81,-0.6,16.5,22.05,352.0,-26.0,101.58
2023-01-06 10:00:00,44,6,3.03,-2.8,16.75,22.38,352.0,-23.38,98.26
2023-01-06 10:15:00,44,6,3.37,6.9,17.12,22.58,352.0,5.09,109.8
2023-01-06 10:30:00,44,6,2.63,3.5,17.5,22.65,374.0,-19.0,95.27
2023-01-06 10:45:00,44,6,3.25,-9.07,17.63,23.15,374.0,-6.19,27.48
2023-01-06 11:00:00,44,6,2.55,0.1,18.25,23.52,374.0,-6.88,42.95
2023-01-06 11:15:00,44,6,1.2,2.81,18.63,24.08,374.0,-4.28,-3.2
2023-01-06 11:30:00,44,6,1.38,-15.72,19.37,25.1,374.0,-0.3,0.0
2023-01-06 11:45:00,44,6,1.73,-31.2,20.12,27.1,374.0,-0.3,0.0
2023-01-06 12:00:00,44,6,1.4,-9.88,21.0,28.23,374.0,-0.3,0.0
2023-01-06 12:15:00,44,6,1.16,-6.72,21.62,28.92,374.0,-0.3,0.0
2023-01-06 12:30:00,44,6,1.02,-17.98,22.37,29.3,374.0,-0.3,0.0
2023-01-06 12:45:00,44,6,0.56,-59.19,23.12,29.77,374.0,-0.3,0.0
2023-01-06 13:00:00,44,6,0.11,-46.15,23.62,30.0,374.0,-0.3,0.0
2023-01-06 13:15:00,44,6,2.81,141.6,24.37,30.55,374.0,-0.3,0.0
2023-01-06 13:30:00,44,6,0.78,-104.02,24.75,30.58,374.0,-0.3,0.0
2023-01-06 13:45:00,44,6,1.66,93.74,25.12,30.85,374.0,-0.3,0.0
2023-01-06 14:00:00,44,6,1.68,103.78,25.62,30.9,374.0,-0.3,0.0
2023-01-06 14:15:00,44,6,2.08,66.22,26.0,31.0,374.0,-0.3,0.0
2023-01-06 14:30:00,44,6,1.18,91.66,26.37,31.05,340.0,-0.3,0.0
2023-01-06 14:45:00,44,6,1.05,130.04,26.62,31.15,340.0,-0.3,0.0
2023-01-06 15:00:00,44,6,1.48,-128.88,26.87,31.55,340.0,-0.3,0.0
2023-01-06 15:15:00,44,6,0.37,-68.42,27.12,31.52,340.0,-0.3,0.0
2023-01-06 15:30:00,44,6,2.89,95.36,27.37,31.7,340.0,-0.3,0.0
2023-01-06 15:45:00,44,6,0.83,132.28,27.62,31.83,340.0,-0.3,0.0
2023-01-06 16:00:00,44,6,1.97,-104.12,27.75,31.8,250.0,-0.3,0.0
2023-01-06 16:15:00,44,6,3.66,-75.96,28.0,32.4,218.0,-0.3,0.0
2023-01-06 16:30:00,44,6,0.79,33.65,27.62,32.7,142.0,-0.3,0.0
2023-01-06 16:45:00,44,6,2.69,4.6,27.61,32.5,142.0,12.0,59.48
2023-01-06 17:00:00,44,6,0.76,10.3,27.38,30.58,150.0,-0.3,0.0
2023-01-06 17:15:00,44,6,3.03,-20.62,27.38,31.63,150.0,-0.3,0.0
2023-01-06 17:30:00,44,6,1.8,17.08,27.0,31.8,150.0,-0.3,0.0
2023-01-06 17:45:00,44,6,2.84,25.85,27.0,31.75,150.0,-0.3,0.0
2023-01-06 18:00:00,44,6,3.58,-48.98,27.13,29.58,183.0,-0.3,0.0
2023-01-06 18:15:00,44,6,0.91,5.61,26.75,30.75,121.5,-0.3,0.0
2023-01-06 18:30:00,44,6,2.03,30.78,26.5,31.1,121.5,-0.3,0.0
2023-01-06 18:45:00,44,6,1.75,-1.41,26.38,31.0,121.5,-0.3,0.0
2023-01-06 19:00:00,44,6,1.88,-26.76,25.88,30.85,121.5,-0.3,0.0
2023-01-06 19:15:00,44,6,1.97,-0.1,25.5,30.52,96.5,-0.3,0.0
2023-01-06 19:30:00,44,6,1.94,-7.01,25.1,30.3,96.5,-0.3,0.0
2023-01-06 19:45:00,44,6,1.79,-11.24,24.75,30.05,96.5,-0.3,0.0
2023-01-06 20:00:00,44,6,1.88,-25.55,24.5,29.65,96.5,-0.3,0.0
2023-01-06 20:15:00,44,6,1.58,-33.19,24.25,29.25,96.5,-0.3,0.0
2023-01-06 20:30:00,44,6,2.5,-41.02,23.88,29.08,96.5,-0.3,0.0
2023-01-06 20:45:00,44,6,1.59,-29.1,23.63,28.85,96.5,-0.3,0.0
2023-01-06 21:00:00,44,6,1.45,-35.83,23.5,28.55,96.5,-0.3,0.0
2023-01-06 21:15:00,44,6,3.34,9.22,23.5,27.35,26.13,16.0,121.99
2023-01-06 21:30:00,44,6,4.38,-0.7,23.88,26.13,36.5,-19.63,97.01
2023-01-06 21:45:00,44,6,7.09,-4.91,23.25,26.15,36.5,-73.5,369.64
2023-01-06 22:00:00,44,6,8.09,-6.8,22.63,25.55,36.5,-113.5,602.13
2023-01-06 22:15:00,44,6,8.0,-6.1,22.25,25.15,28.13,-81.0,400.64
2023-01-06 22:30:00,44,6,9.44,-3.3,22.12,25.1,28.13,-138.0,708.72
2023-01-06 22:45:00,44,6,8.15,-4.88,21.87,25.1,28.13,-94.5,590.26
2023-01-06 23:00:00,44,6,9.35,-5.01,21.5,25.1,28.13,-68.5,761.77
2023-01-06 23:15:00,44,6,7.11,-1.8,21.25,25.1,19.5,-106.5,593.6
2023-01-06 23:30:00,44,6,8.4,-5.88,21.0,25.23,19.5,-107.0,511.05
2023-01-06 23:45:00,44,6,8.54,-6.2,20.88,25.1,10.88,-106.5,618.27
2023-01-07 00:00:00,44,7,9.16,-2.6,20.5,24.9,2.3,-161.0,745.77
2023-01-07 00:15:00,44,7,8.78,-2.01,20.63,25.0,2.3,-67.0,710.1
2023-01-07 00:30:00,44,7,7.64,-0.4,20.5,25.0,-6.25,-132.0,665.77
2023-01-07 00:45:00,44,7,8.4,0.6,20.5,25.23,-6.28,-162.0,941.77
2023-01-07 01:00:00,44,7,8.9,-5.01,20.38,25.3,-6.28,-94.0,574.27
2023-01-07 01:15:00,44,7,7.26,-5.6,20.13,25.33,-6.28,-65.0,565.6
2023-01-07 01:30:00,44,7,8.4,-7.29,20.12,25.13,-6.28,-68.5,586.1
2023-01-07 01:45:00,44,7,7.27,-4.01,19.87,25.05,-6.28,-67.0,657.77
2023-01-07 02:00:00,44,7,7.81,-2.1,19.63,24.95,-14.88,-14.19,706.1
2023-01-07 02:15:00,44,7,8.51,-2.61,19.62,24.95,-14.88,-1.4,621.93
2023-01-07 02:30:00,44,7,5.69,-1.1,19.6,24.95,-14.88,18.25,419.13
2023-01-07 02:45:00,44,7,7.61,-3.6,19.62,24.95,-14.88,-47.0,472.8
2023-01-07 03:00:00,44,7,7.26,-3.8,19.38,24.55,-14.88,39.0,485.13
2023-01-07 03:15:00,44,7,7.09,-2.0,19.25,24.45,-14.88,-40.5,407.22
2023-01-07 03:30:00,44,7,7.29,-4.03,19.0,24.25,-14.88,-41.25,434.8
2023-01-07 03:45:00,44,7,7.86,-5.1,19.0,24.05,-14.88,-102.5,514.1
2023-01-07 04:00:00,44,7,7.08,-5.12,18.75,23.85,-14.88,-27.75,401.13
2023-01-07 04:15:00,44,7,7.38,-2.81,18.63,23.52,-14.88,-29.5,445.13
2023-01-07 04:30:00,44,7,7.51,-2.7,18.5,23.55,-23.38,-28.5,561.93
2023-01-07 04:45:00,44,7,7.77,5.31,18.37,23.55,-23.38,-49.0,650.1
2023-01-07 05:00:00,44,7,7.71,5.39,18.22,23.85,-23.38,-23.0,642.63
2023-01-07 05:15:00,44,7,7.49,7.01,18.13,24.08,-23.38,-45.0,569.65
2023-01-07 05:30:00,44,7,6.51,7.79,18.25,24.27,-14.88,-71.0,488.22
2023-01-07 05:45:00,44,7,7.99,7.39,18.12,24.27,-6.28,-104.0,712.93
2023-01-07 06:00:00,44,7,7.93,3.81,17.88,24.25,16.25,-133.0,652.43
2023-01-07 06:15:00,44,7,5.02,0.3,17.5,24.15,16.25,-91.0,292.38
2023-01-07 06:30:00,44,7,5.72,1.9,17.25,23.98,16.25,-69.5,354.3
2023-01-07 06:45:00,44,7,7.43,4.52,17.0,23.55,16.25,-118.0,560.93
2023-01-07 07:00:00,44,7,4.42,-3.7,17.0,23.25,16.38,-13.5,160.11
2023-01-07 07:15:00,44,7,5.22,-5.8,17.0,23.25,5.84,-45.25,210.11
2023-01-07 07:30:00,44,7,4.66,2.69,17.0,23.2,5.84,-41.5,187.11
2023-01-07 07:45:00,44,7,4.17,-9.05,17.0,23.1,5.84,-19.0,89.6
2023-01-07 08:00:00,44,7,3.51,2.9,17.13,23.1,-27.0,-32.75,123.28
2023-01-07 08:15:00,44,7,4.78,2.4,17.62,23.1,-16.38,-46.0,212.65
2023-01-07 08:30:00,44,7,3.82,-4.2,17.5,23.2,-16.38,-24.88,113.89
2023-01-07 08:45:00,44,7,3.9,0.3,17.62,23.17,-16.38,-19.63,101.41
